0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.853391503224514680e-02,1.569369183859314898e+00,7.853391503224514680e-02,4.543552333712666536e-02,1.944382937797818622e-02,-2.011169463759706899e-01
-7.820964849275398312e-02,1.545883080317567826e+00,7.650341209381131269e-02,4.704931101984606567e-02,1.911610774909142801e-02,-2.004062405174253936e-01
-7.756881834362222561e-02,1.522703114784309086e+00,7.483244776602801518e-02,4.854106755130720152e-02,1.850856754790810091e-02,-1.995083721189140902e-01
-7.581427826077423437e-02,1.499822036465694897e+00,7.380821370227143297e-02,4.992413006954035670e-02,1.826982767468036950e-02,-1.983993855587400379e-01
-7.459080582851310148e-02,1.477259542377075574e+00,7.283444143570433349e-02,5.118440239045334017e-02,1.807508570588198249e-02,-1.971272987272488508e-01
-7.341497394903714890e-02,1.455021720713696842e+00,7.179758391185006583e-02,5.232354745174062904e-02,1.786698997838313471e-02,-1.957017477089267321e-01
-7.227789772398696133e-02,1.433105362385102666e+00,7.075482768226161456e-02,5.334043761339214706e-02,1.765504891799025283e-02,-1.941351903759737652e-01
-7.116791647405594501e-02,1.411508240274772730e+00,6.971734683661354182e-02,5.423454281600040283e-02,1.744060609891018299e-02,-1.924403314119219888e-01
-7.007991331682038305e-02,1.390228064508554073e+00,6.868978159710108222e-02,5.500590528600137613e-02,1.722438833047408580e-02,-1.906295564591399261e-01
-6.901122719973720732e-02,1.369262441081408932e+00,6.767432488562112602e-02,5.565509631555260600e-02,1.700688499055041589e-02,-1.887148303868617649e-01
-6.796029044447637890e-02,1.348608861262683423e+00,6.667208406401350929e-02,5.618316702780045552e-02,1.678847304422418502e-02,-1.867076550087053144e-01
-6.692608392748516932e-02,1.328264700116257080e+00,6.568362529295750096e-02,5.659159910926130077e-02,1.656946593141220281e-02,-1.846190455728339841e-01
-6.590788953345597112e-02,1.308227218893522892e+00,6.470922076077757767e-02,5.688225598130709770e-02,1.635013498052240860e-02,-1.824595165409131081e-01
-6.490516644281406344e-02,1.288493569634048486e+00,6.374897217890949930e-02,5.705733462723631966e-02,1.613071957242321816e-02,-1.802390737293928513e-01
-6.391748455650048122e-02,1.269060801279587203e+00,6.280287721831455394e-02,5.711931838948331591e-02,1.591143228782410102e-02,-1.779672116352779276e-01
-6.294448647943903796e-02,1.249925866917406259e+00,6.187086744997838395e-02,5.707093109716335905e-02,1.569246169872662647e-02,-1.756529153052837633e-01
-6.198586472921054774e-02,1.231085631884071274e+00,6.095283111070610299e-02,5.691509287698828801e-02,1.547397403400749272e-02,-1.733046662833227503e-01
-6.104134750520300023e-02,1.212536882511839220e+00,6.004862734863243567e-02,5.665487796453341079e-02,1.525611432301073739e-02,-1.709304522293440265e-01
-6.011068949127594541e-02,1.194276335328540384e+00,5.915809546658814394e-02,5.629347478332354798e-02,1.503900732697016629e-02,-1.685377798217720657e-01
-5.919366573364083506e-02,1.176300646542520312e+00,5.828106111409091239e-02,5.583414850490092673e-02,1.482275842240205269e-02,-1.661336905644029693e-01
-5.829006746115088233e-02,1.158606421662122576e+00,5.741734055440740614e-02,5.528020624880507217e-02,1.460745452592455799e-02,-1.637247791270363961e-01
-5.739969916914067910e-02,1.141190225116104573e+00,5.656674368027120314e-02,5.463496503003269222e-02,1.439316511148330813e-02,-1.613172138609691997e-01
-5.652237654728305138e-02,1.124048589757747685e+00,5.572907619349884434e-02,5.390172251467492681e-02,1.417994335220446912e-02,-1.589167591465940887e-01
-5.565792498510724329e-02,1.107178026151323103e+00,5.490414121147305787e-02,5.308373060284552608e-02,1.396782741195165545e-02,-1.565287992503807124e-01
-5.480617848198093833e-02,1.090575031554832597e+00,5.409174047109488459e-02,5.218417182207342464e-02,1.375684191210901561e-02,-1.541583633916884799e-01
