0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.853391503224514680e-02,1.569369183859314898e+00,7.853391503224514680e-02,4.543552333712666536e-02,1.944382937797818622e-02,-2.011169463759706899e-01
-7.820963834679148241e-02,1.545883001498362441e+00,7.650341437985469506e-02,4.704874024726309056e-02,1.911608414161376085e-02,-2.004056753254406797e-01
-7.756696256646493370e-02,1.522702802969428504e+00,7.483431393040258783e-02,4.853661657547393704e-02,1.850967919615891660e-02,-1.995041298353469883e-01
-7.581816421102752224e-02,1.499821537210602518e+00,7.380979955348593302e-02,4.990901657846996686e-02,1.827067036224989255e-02,-1.983860182967383534e-01
-7.459927772028704385e-02,1.477259285259487243e+00,7.283467441740776316e-02,5.114876280761429528e-02,1.807513190833957145e-02,-1.970971662791608514e-01
-7.342693081355648743e-02,1.455022437838242810e+00,7.179465080250582720e-02,5.225438011278184247e-02,1.786541047463851770e-02,-1.956458065184143447e-01
-7.229395453900236412e-02,1.433108107080909299e+00,7.074833749189109178e-02,5.322181578077621322e-02,1.765129609352991680e-02,-1.940434176757603879e-01
-7.118871736291541852e-02,1.411514489387589943e+00,6.970692067395183045e-02,5.404784522696569338e-02,1.743406035096725301e-02,-1.923021655823757836e-01
-7.010611427917971816e-02,1.390239750207975522e+00,6.867506798706250748e-02,5.473007152939190351e-02,1.721437932990016115e-02,-1.904342864952913994e-01
-6.904348887013128655e-02,1.369281967104776676e+00,6.765500476304799060e-02,5.526690777034760221e-02,1.699271099605045160e-02,-1.884519388076052737e-01
-6.799927391735025028e-02,1.348639104986996129e+00,6.664787238886234200e-02,5.565754775372826202e-02,1.676941967399910374e-02,-1.863671127510988512e-01
-6.697244758409791332e-02,1.328309001745008322e+00,6.565427134718050672e-02,5.590193091227960154e-02,1.654482462061985376e-02,-1.841915586925637061e-01
-6.596228614902603649e-02,1.308289359092774884e+00,6.467450785614679842e-02,5.600070207607198147e-02,1.631922103963929713e-02,-1.819367254203178852e-01
-6.496824030137282602e-02,1.288577737011104452e+00,6.370871706613749630e-02,5.595516667879326528e-02,1.609288967691149819e-02,-1.796137062083774105e-01
-6.398986847327074734e-02,1.269171551133199571e+00,6.275692932349233311e-02,5.576724217468793238e-02,1.586610121854921396e-02,-1.772331920696935681e-01
-6.302679870311837795e-02,1.250068072692264609e+00,6.181910799759013364e-02,5.543940654819784486e-02,1.563911816806866362e-02,-1.748054320298196573e-01
-6.207870572852848545e-02,1.231264430734453130e+00,6.089517216418448287e-02,5.497464482817838310e-02,1.541219545734100541e-02,-1.723402003145727279e-01
-6.114529665790469776e-02,1.212757616323396181e+00,5.998501078742531079e-02,5.437639449678770276e-02,1.518558042183598342e-02,-1.698467702938112056e-01
-6.022630169859997940e-02,1.194544488467998322e+00,5.908849191391504080e-02,5.364849062846797911e-02,1.495951247479892880e-02,-1.673338949401445563e-01
-5.932146798366728230e-02,1.176621781508049525e+00,5.820546882797667659e-02,5.279511151875902752e-02,1.473422266540510249e-02,-1.648097934768921191e-01
-5.843055536221768154e-02,1.158986113697575648e+00,5.733578429433645873e-02,5.182072547417748698e-02,1.450993322588376572e-02,-1.622821438161379803e-01
-5.755333347099790553e-02,1.141633996735215817e+00,5.647927356202866317e-02,5.073003933916542946e-02,1.428685716759873180e-02,-1.597580803300083785e-01
-5.668957966344224941e-02,1.124561846004307641e+00,5.563576654503872565e-02,4.952794923883601513e-02,1.406519795967104552e-02,-1.572441964575115869e-01
-5.583907752535056945e-02,1.107765991302071429e+00,5.480508944278270067e-02,4.821949392062612610e-02,1.384514930771726070e-02,-1.547465516249475759e-01
-5.500161579949838786e-02,1.091242687856567972e+00,5.398706597094220933e-02,4.680981098677925584e-02,1.362689504033461237e-02,-1.522706819484914431e-01
