0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.853391503224514680e-02,1.569369183859314898e+00,7.853391503224514680e-02,4.543552333712666536e-02,1.944382937797818622e-02,-2.011169463759706899e-01
-7.774391175371406226e-02,1.522388734525969900e+00,7.461469824732014366e-02,4.850648756547262797e-02,1.879530319769229588e-02,-1.995450374858682152e-01
-7.329694344309045650e-02,1.476647669177054034e+00,7.331958190742038362e-02,5.110407028755559189e-02,1.836053129625214372e-02,-1.971525948849129906e-01
-7.110171244711820104e-02,1.432192120520598300e+00,7.111681544826342627e-02,5.316976720160926373e-02,1.792043342605332407e-02,-1.941369927883699331e-01
-6.897039303350480099e-02,1.389030785245115807e+00,6.898242083441995243e-02,5.469012318161693698e-02,1.747228209996581558e-02,-1.905607088482274003e-01
-6.690273180094992445e-02,1.347148219055570362e+00,6.691298934539105514e-02,5.565135886534818693e-02,1.701781248810774541e-02,-1.865227451190537844e-01
-6.489726314769939108e-02,1.306527129294168699e+00,6.490642596796868113e-02,5.605143045554483727e-02,1.655898621990923095e-02,-1.821186215338552183e-01
-6.295235157168932449e-02,1.267148102762432504e+00,6.296088470938812631e-02,5.589892663351397201e-02,1.609783409548503491e-02,-1.774386580571432614e-01
-6.106633422846940301e-02,1.228989493281112289e+00,6.107461008295210492e-02,5.521167757709137536e-02,1.563638786452988677e-02,-1.725665946313797994e-01
-5.923755317836978951e-02,1.192027451261484128e+00,5.924589472549272873e-02,5.401519700627963050e-02,1.517663006474713125e-02,-1.675785921638578146e-01
-5.746436491242895572e-02,1.156236069793381116e+00,5.747306466863083552e-02,5.234106600545165161e-02,1.472045538053349568e-02,-1.625426146779618830e-01
-5.574514427936838601e-02,1.121587617996890662e+00,5.575447411052843194e-02,5.022535109842731632e-02,1.426964263841764939e-02,-1.575181637878352858e-01
-5.407828710275480039e-02,1.088052832212601517e+00,5.408850434485994174e-02,4.770712797377615888e-02,1.382583699691323359e-02,-1.525563173980972187e-01
-5.246221259932962871e-02,1.055601238133860420e+00,5.247356475166713163e-02,4.482715980283516477e-02,1.339054165077326226e-02,-1.477000143539466126e-01
-5.089536578053901333e-02,1.024201481197987595e+00,5.090809481403875403e-02,4.162675812052826774e-02,1.296511816158725343e-02,-1.429845242454676479e-01
-4.937621973897262512e-02,9.938216475191360422e-01,4.939056656448499727e-02,3.814683655274328511e-02,1.255079448725957871e-02,-1.384380447301452599e-01
-4.790327765335861132e-02,9.644295626337178184e-01,4.791948709598346789e-02,3.442715407494487123e-02,1.214867993210339697e-02,-1.340823755281780327e-01
-4.647507434720418024e-02,9.359930598509821342e-01,4.649340091895996785e-02,3.050573500804748886e-02,1.175978657644264833e-02,-1.299336268673507711e-01
-4.509017725231864726e-02,9.084802137895867657e-01,4.511089204953458442e-02,2.641844714423488907e-02,1.138505728505246305e-02,-1.260029292237998255e-01
-4.374149959700009832e-02,8.812197628514542025e-01,4.376276307368839186e-02,2.510282775743996955e-02,1.103439481146985778e-02,-1.221693633278012892e-01
-4.243936953251874894e-02,8.554279193395248893e-01,4.246264935974735505e-02,2.089483982652184588e-02,1.067919033495704634e-02,-1.186550799753848667e-01
-4.117661818392411716e-02,8.304668196998427065e-01,4.120205068904907869e-02,1.660830167254958092e-02,1.033726004977386474e-02,-1.153624339068535926e-01
-3.995198725677254203e-02,8.063073680469357019e-01,3.997971079003126427e-02,1.226847346461771432e-02,1.000879068288428736e-02,-1.122897476436230391e-01
-3.876425697819010224e-02,7.829213377589745448e-01,3.879441425552819511e-02,7.898049378410522403e-03,9.693903450283295267e-03,-1.094332880923855611e-01
-3.761224563459553832e-02,7.602814210351068747e-01,3.764498612527829996e-02,3.517245002635539797e-03,9.392667286319038300e-03,-1.067876832400553866e-01
